scenario,step_percent,estimator,family,run_tier,n_mc_runs,tune_trials,tune_eval_runs,n_cost_reps,base_seed,tuning_base_seed,pipeline_method_version,tuning_elapsed_s,mc_eval_elapsed_s,total_elapsed_s
Sweep_AmplitudeStep_50pct,50.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00406410003779456,33.414315600006375,33.41844179999316
Sweep_AmplitudeStep_50pct,50.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.969995304942131e-05,25.337214900006074,25.337272899982054
Sweep_AmplitudeStep_50pct,50.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,8.220004383474588e-05,24.103435199998785,24.103540599986445
Sweep_AmplitudeStep_50pct,50.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.719996988773346e-05,21.262369100004435,21.26244909997331
Sweep_AmplitudeStep_50pct,50.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.769996015354991e-05,27.027227999991737,27.02726459997939
Sweep_AmplitudeStep_50pct,50.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1200001356191933e-05,33.26382459999877,33.2638633999959
Sweep_AmplitudeStep_50pct,50.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0001281999866478145,20.95101900002919,20.95117290003691
Sweep_AmplitudeStep_50pct,50.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00021810003090649843,21.59506620001048,21.595326800015755
Sweep_AmplitudeStep_50pct,50.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,4.3899985030293465e-05,35.078875300008804,35.07893930003047
Sweep_AmplitudeStep_50pct,50.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.3300002794712782e-05,21.265542200009804,21.265589800023008
Sweep_AmplitudeStep_50pct,50.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.4500007536262274e-05,23.929193100018892,23.929269700020086
Sweep_AmplitudeStep_50pct,50.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0001373999984934926,26.578060600033496,26.57821770000737
Sweep_AmplitudeStep_50pct,50.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00014079996617510915,28.000698200019542,28.00089670001762
Sweep_AmplitudeStep_5pct,5.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.4300010409206152e-05,26.201750300009735,26.201797100016847
Sweep_AmplitudeStep_5pct,5.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.3600005079060793e-05,25.312614599999506,25.312660000054166
Sweep_AmplitudeStep_5pct,5.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.019997479394078e-05,26.82082540000556,26.820904799969867
Sweep_AmplitudeStep_5pct,5.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.220001235604286e-05,26.35067050001817,26.350730200007092
Sweep_AmplitudeStep_5pct,5.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.269999822601676e-05,21.56720629998017,21.567249800020363
Sweep_AmplitudeStep_5pct,5.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.7599959392100573e-05,30.332529000006616,30.332563199975993
Sweep_AmplitudeStep_5pct,5.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.099999983329326e-05,32.6413601000022,32.64140159999806
Sweep_AmplitudeStep_5pct,5.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.810002140700817e-05,18.96245649998309,18.96249110001372
Sweep_AmplitudeStep_5pct,5.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.9900035113096237e-05,21.294699000020046,21.29473930003587
Sweep_AmplitudeStep_5pct,5.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.4100008886307478e-05,36.30602939997334,36.30607819999568
Sweep_AmplitudeStep_5pct,5.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.780001912266016e-05,22.3164729999844,22.31650840002112
Sweep_AmplitudeStep_5pct,5.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.810002140700817e-05,22.5241388999857,22.524177100043744
Sweep_AmplitudeStep_5pct,5.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.5099998563528061e-05,24.707576699962374,24.707607999967877
Sweep_AmplitudeStep_5pct,5.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.6900012269616127e-05,10.855363100010436,10.85539650003193
Sweep_AmplitudeStep_750pct,750.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,8.09000339359045e-05,28.30346239998471,28.303575200028718
Sweep_AmplitudeStep_750pct,750.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.039998071268201e-05,29.702717299980577,29.702757899998687
Sweep_AmplitudeStep_750pct,750.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0001221999991685152,47.594268000044394,47.59443239995744
Sweep_AmplitudeStep_750pct,750.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.001357399974949658,31.318939499964472,31.32050689996686
Sweep_AmplitudeStep_750pct,750.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.8399983420968056e-05,23.844503100030124,23.844558599987067
Sweep_AmplitudeStep_750pct,750.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00028629996813833714,38.35887290001847,38.3591855999548
Sweep_AmplitudeStep_750pct,750.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.9699997210409492e-05,33.939210399999865,33.939248500006215
Sweep_AmplitudeStep_750pct,750.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.699995482340455e-05,23.646323500026483,23.646359400008805
Sweep_AmplitudeStep_750pct,750.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.6399968191981316e-05,27.228618799999822,27.228667999967
Sweep_AmplitudeStep_750pct,750.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.6300025638192892e-05,38.27144909999333,38.271504000003915
Sweep_AmplitudeStep_750pct,750.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,7.959996582940221e-05,25.156449700007215,25.156561999989208
Sweep_AmplitudeStep_750pct,750.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.239999594166875e-05,36.75589369999943,36.75593859999208
Sweep_AmplitudeStep_750pct,750.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00042230001417919993,35.81256489997031,35.813021400012076
Sweep_AmplitudeStep_750pct,750.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.340000355616212e-05,14.394419900025241,14.394469199993182
Sweep_AmplitudeStep_75pct,75.0,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.319996176287532e-05,47.01113280002028,47.01119980000658
Sweep_AmplitudeStep_75pct,75.0,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.899997005239129e-05,31.878497000026982,31.878534699964803
Sweep_AmplitudeStep_75pct,75.0,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.7799978852272034e-05,32.61383149999892,32.613886400009505
Sweep_AmplitudeStep_75pct,75.0,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.4200009647756815e-05,37.05847260000883,37.05852240003878
Sweep_AmplitudeStep_75pct,75.0,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.9199949242174625e-05,29.548961799999233,29.549045599997044
Sweep_AmplitudeStep_75pct,75.0,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00039569998625665903,38.545607100008056,38.54625409998698
Sweep_AmplitudeStep_75pct,75.0,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.790000533219427e-05,33.279533699998865,33.27956940000149
Sweep_AmplitudeStep_75pct,75.0,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0899984519928694e-05,25.431207299989183,25.43124850001186
Sweep_AmplitudeStep_75pct,75.0,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,3.360002301633358e-05,25.90351350000128,25.903579900041223
Sweep_AmplitudeStep_75pct,75.0,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.9799976143985987e-05,47.386463800037745,47.38650319998851
Sweep_AmplitudeStep_75pct,75.0,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00010160001693293452,33.23005120002199,33.2301900999737
Sweep_AmplitudeStep_75pct,75.0,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.390000296756625e-05,29.266067400050815,29.266154999961145
Sweep_AmplitudeStep_75pct,75.0,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0008207000209949911,39.010479899996426,39.01134420000017
Sweep_AmplitudeStep_75pct,75.0,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.950003206729889e-05,12.685990000027232,12.686029299977235
Sweep_AmplitudeStep_7p5pct,7.5,EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.0009777999948710203,27.96107329998631,27.96213020000141
Sweep_AmplitudeStep_7p5pct,7.5,IPDFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.6000005416572094e-05,24.797457700013183,24.797492400044575
Sweep_AmplitudeStep_7p5pct,7.5,LKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.0899984519928694e-05,34.39771320001455,34.39775330002885
Sweep_AmplitudeStep_7p5pct,7.5,LKF2,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.5500015150755644e-05,43.25636100000702,43.25645629997598
Sweep_AmplitudeStep_7p5pct,7.5,PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.1400046534836292e-05,22.571382499998435,22.571425900037866
Sweep_AmplitudeStep_7p5pct,7.5,RA-EKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,0.00014259997988119721,33.30001479998464,33.30018799996469
Sweep_AmplitudeStep_7p5pct,7.5,RLS,Adaptive,fast,30,300,8,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.4999997802078724e-05,31.904766699997708,31.904798400006257
Sweep_AmplitudeStep_7p5pct,7.5,SOGI-FLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.810002140700817e-05,21.629205400007777,21.62924399995245
Sweep_AmplitudeStep_7p5pct,7.5,SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.139998832717538e-05,21.241672299976926,21.241715600015596
Sweep_AmplitudeStep_7p5pct,7.5,TFT,Window-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,1.8799968529492617e-05,33.764745499996934,33.7647817999823
Sweep_AmplitudeStep_7p5pct,7.5,TKEO,Adaptive,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,5.6699966080486774e-05,23.130984199990053,23.131062100001145
Sweep_AmplitudeStep_7p5pct,7.5,Type-3 SOGI-PLL,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.789997961372137e-05,23.32058550004149,23.32064150000224
Sweep_AmplitudeStep_7p5pct,7.5,UKF,Model-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,7.22000258974731e-05,30.474379500024952,30.474472300033085
Sweep_AmplitudeStep_7p5pct,7.5,ZCD,Loop-based,fast,30,120,4,3,12345,1012345,amplitude_step_v14_fixed_policy_oracle_audit_2026_05_17,2.239999594166875e-05,11.3678813999868,11.367926899984013
