step_percent,family,family_rmse_mean,family_rmse_median,family_rmse_p10,family_rmse_p90,family_rmse_std,family_rmse_min,family_rmse_max
25.0,Window-based,0.0027046671052138134,0.0029713801913054,0.000890911454760095,0.003959452080371,0.0010137343451233106,0.0019878486754554164,0.00342148553497221
35.0,Adaptive,5.057239587719584,4.918936340312632,4.098377183330252,6.1873862005508435,5.84116667144443,0.9269110243003742,9.187568151138795
35.0,Loop-based,0.057687212223607454,0.017085440671105352,0.00787996226419505,0.029298165704891948,0.09055810787816725,0.0065204166556269965,0.21863914929815992
35.0,Model-based,0.0033441064144660525,0.00285350023239015,0.0008666007964034701,0.00496164512886387,0.0024641156618346004,0.0007594511597235233,0.007013607806727929
35.0,Window-based,0.003594688267897485,0.003952912155761625,0.00102779130913256,0.00531157112680488,0.0013860516033146388,0.0026146017801192173,0.004574774755675753
50.0,Adaptive,5.172463962284545,5.0984817137537,4.1898476531502205,6.293822971143919,5.839045621463558,1.0436352076900441,9.301292716879045
50.0,Loop-based,0.058224281008216305,0.01849401757725545,0.009365768512038141,0.030399470739084743,0.09040624400726016,0.0075883226778995895,0.21885611077568562
50.0,Model-based,0.003702059408489386,0.0030952845957609504,0.00104278287310648,0.00565860048338522,0.0028133100180810135,0.0008049641111219434,0.008041581796129096
50.0,Window-based,0.00483421736316218,0.005338792840625375,0.001275306795629485,0.007185149534762184,0.0018668157128700724,0.003514179313366153,0.006154255412958207
75.0,Adaptive,5.3882654680812125,5.292517174369689,4.416817145358213,6.542788948612483,5.865990447217354,1.2403838444783133,9.536147091684112
75.0,Loop-based,0.059122242346814256,0.0219970119630662,0.01061089317956013,0.03142882114250514,0.09018862540410537,0.009260794596146706,0.21927544810163596
75.0,Model-based,0.004357739958331557,0.00377412320707575,0.0015404661831491702,0.0057058254260777905,0.0034607573272637344,0.00087086519032204,0.00990035902640274
75.0,Window-based,0.006689766401903019,0.00744912138425145,0.001686208255434875,0.009995110704745475,0.0024976066030464442,0.004923691836152581,0.008455840967653458
100.0,Adaptive,5.561384407781344,5.483997003878856,4.529088014169555,6.660759756040173,5.876376493490875,1.4061587404287201,9.716610075133968
100.0,Loop-based,0.05996659155123888,0.024398780409651398,0.01233741973433872,0.03429931087830785,0.0900328152952383,0.008642673201116675,0.21975127661742627
100.0,Model-based,0.005045763970034998,0.00434713645159035,0.0016870666415379602,0.00612131028816558,0.004149353330707432,0.0009146345338532101,0.011837153508380945
100.0,Window-based,0.008345229132081074,0.009375605845150575,0.002076352502550405,0.01252192129209024,0.002954075030780693,0.006256382645682187,0.010434075618479961
150.0,Adaptive,5.836591651906609,5.809892351627671,4.724907376260342,6.676732451467622,5.896439962745428,1.667178969389963,10.006004334423254
150.0,Loop-based,0.06145520485310357,0.02826370696236205,0.012976876930827082,0.03957832989367301,0.08988050164866826,0.007848598757792424,0.22080452593188724
150.0,Model-based,0.006456211496224498,0.0057599350719499,0.00227947551957557,0.00771008231126756,0.005548682019660911,0.0010253105889347068,0.0157473244412257
150.0,Window-based,0.011249371572739007,0.012781957757329302,0.00280167444217652,0.016977394962377667,0.003459609071170471,0.008803058538259873,0.01369568460721814
200.0,Adaptive,5.9842159403075454,5.993745990244584,5.116180386254295,6.766165900021929,6.011391425552478,1.7335202989327214,10.23491158168237
200.0,Loop-based,0.0627098219940516,0.02977778681422235,0.013371066251534012,0.0435003329507063,0.08987152112436532,0.007377557020349466,0.2219074207029845
200.0,Model-based,0.007848965549270465,0.00646149175777815,0.00295370624945134,0.00935574613809974,0.006947269134135595,0.0011109772281162568,0.01958968663703056
200.0,Window-based,0.013805275906269517,0.015738480551379053,0.00347310479516726,0.0209180826764833,0.00354249202514086,0.011300355772993148,0.016310196039545883
250.0,Adaptive,6.134239695935739,6.157555821019308,5.356752523139808,6.894590439909075,6.0553232349400155,1.8524795742331928,10.415999817638285
250.0,Loop-based,0.06378064225228469,0.03008107025464995,0.014068210393448919,0.046168694338925086,0.08994353792016586,0.007076248680582879,0.2229948957513961
250.0,Model-based,0.009233194634112494,0.00705834406408005,0.0034806851695237703,0.01130560380848497,0.00829112460791604,0.0013258796441767734,0.023322355198913666
250.0,Window-based,0.016152674462704464,0.01840916293495505,0.004110457847558525,0.02454720770637893,0.0032909724905806734,0.013825605497916489,0.01847974342749244
300.0,Adaptive,6.20059914146608,6.172428926500879,5.575508363737614,6.908538254314477,6.091635747913761,1.8931621955978735,10.508036087334286
300.0,Loop-based,0.06470729083673171,0.03022986312653735,0.01535987292572956,0.04809768667492116,0.09005839963300856,0.006872426757063502,0.22403306763311973
300.0,Model-based,0.010572701720882796,0.00834004518350915,0.0039461494005519505,0.01360942912911924,0.009613732953977964,0.001513183499439033,0.02693978120542605
300.0,Window-based,0.018376972229266923,0.0209301114963392,0.00472875356175887,0.02798952144780363,0.002756097321743222,0.01642811712345221,0.020325827335081637
350.0,Adaptive,6.340060865523924,6.359981114918042,5.686713691976338,6.943039120272548,6.138340527413244,1.9995986533578105,10.680523077690037
350.0,Loop-based,0.06551894523445237,0.030615298838659252,0.01637952202505412,0.04965337875784438,0.09019371303413717,0.006728433297752711,0.22500670448258525
350.0,Model-based,0.011866644330538972,0.00962337363375715,0.004463720539036001,0.0149027168802554,0.010915656060347504,0.0016654083761201664,0.030446976219157727
350.0,Window-based,0.020535955267065042,0.023367539891215428,0.00533976843466504,0.031329850252439145,0.0019670745288606667,0.01914502352860833,0.021926887005521752
400.0,Adaptive,6.397995902227989,6.514442085048655,5.767934224098367,6.949720062849389,6.154205872857736,2.0463151967122086,10.749676607743769
400.0,Loop-based,0.06623726361829468,0.030944101156328098,0.01727849990061266,0.05093360506532935,0.0903364749342866,0.0066231071127003105,0.2259109436797713
400.0,Model-based,0.013131888556075841,0.0109187326019323,0.00474680647531029,0.01568452861075531,0.012180394602174124,0.0018549529697885299,0.03385178628136122
400.0,Window-based,0.02267232486113476,0.02577010753314595,0.00595337123387971,0.03463110299782697,0.0009390984402051179,0.022008281985864013,0.02333636773640551
500.0,Adaptive,6.522829574545326,6.553768405122896,6.058989817926548,6.997674789638158,6.161073023314808,2.166293060373921,10.879366088716731
500.0,Loop-based,0.0674557394898174,0.03141215048002036,0.01879662689393125,0.05281176640064028,0.09061770293962196,0.006482737099711287,0.22751649740687283
500.0,Model-based,0.015556235123101003,0.013529374944277101,0.00558412355636284,0.016984064406783968,0.014639087849306322,0.0021901323865471437,0.04038633532810711
500.0,Window-based,0.027009254336258483,0.0306196361969173,0.00722347868521983,0.04131119633680405,0.0018197250562702785,0.0257225144090747,0.02829599426344227
750.0,Adaptive,6.601218828973779,6.616404811392428,6.063158889412813,7.024801481133281,6.26078280542927,2.1741768517186046,11.028260806228953
750.0,Loop-based,0.06966433395569646,0.032043677569762,0.02150223303141427,0.05572064285108382,0.09119951174891461,0.006317868143740061,0.23055316441157683
750.0,Model-based,0.021158790271309142,0.0198315081255103,0.007178646739592271,0.02490133788079043,0.020374195157345235,0.003021442653101257,0.05542256434651463
750.0,Window-based,0.0395243215575486,0.04443663465320617,0.011077329431452015,0.06037477586349029,0.013346357208019442,0.030087021871620094,0.0489616212434771
1000.0,Adaptive,6.518032738630649,6.507124157535348,5.892603013305596,7.02377838805625,6.204279474495908,2.130944649838083,10.905120827423215
1000.0,Loop-based,0.0711750932073695,0.032360470881057354,0.023241464171475303,0.057833974919439986,0.09160144820720179,0.006250338519323261,0.23262549514732045
1000.0,Model-based,0.026273680252628197,0.02591636749885555,0.00910197471411331,0.03247757582798058,0.025631157301892655,0.0038482470520147236,0.0690547886540771
1000.0,Window-based,0.05781875847980897,0.0643196162021557,0.017297971240532416,0.08761862888766438,0.03488094740726391,0.03315420403392133,0.0824833129256966
